Title: test opamp tran
Date: Fri Jun 27 16:49:41  2025
Command: ngspice-44.2, Build Mon Jun 16 11:10:08 UTC 2025
Plotname: Transient Analysis
Flags: real
No. Variables: 3
No. Points: 467
Variables:
	0	time	time
	1	v(vout3)	voltage
	2	v(visr)	voltage
Values:
 0	0.000000000000000e+00
	2.997116208986919e-01
	3.000000000000000e-01

 1	1.000000000000000e-08
	2.997116209915115e-01
	3.000000000000000e-01

 2	2.000000000000000e-08
	2.997116210238689e-01
	3.000000000000000e-01

 3	4.000000000000000e-08
	2.997116210490192e-01
	3.000000000000000e-01

 4	8.000000000000000e-08
	2.997116208607686e-01
	3.000000000000000e-01

 5	1.600000000000000e-07
	2.997116209847466e-01
	3.000000000000000e-01

 6	3.200000000000000e-07
	2.997116208774855e-01
	3.000000000000000e-01

 7	6.400000000000000e-07
	2.997116209562174e-01
	3.000000000000000e-01

 8	1.000000000000000e-06
	2.997116209851480e-01
	3.000000000000000e-01

 9	1.000000100000000e-06
	2.999864269886944e-01
	3.199999999878466e-01

 10	1.000000300000000e-06
	3.004727725091774e-01
	3.600000000058914e-01

 11	1.000000700000000e-06
	3.014250442851342e-01
	4.399999999996294e-01

 12	1.000001000000000e-06
	3.021612731020221e-01
	5.000000000000000e-01

 13	1.000001080000000e-06
	3.021246921715511e-01
	5.000000000000000e-01

 14	1.000001240000000e-06
	3.021030375597699e-01
	5.000000000000000e-01

 15	1.000001560000000e-06
	3.020860944959927e-01
	5.000000000000000e-01

 16	1.000002200000000e-06
	3.020533899464369e-01
	5.000000000000000e-01

 17	1.000003480000000e-06
	3.020543035657033e-01
	5.000000000000000e-01

 18	1.000006040000000e-06
	3.020471776042200e-01
	5.000000000000000e-01

 19	1.000011160000000e-06
	3.020507606536786e-01
	5.000000000000000e-01

 20	1.000021400000001e-06
	3.020392530226320e-01
	5.000000000000000e-01

 21	1.000041880000001e-06
	3.020351236027823e-01
	5.000000000000000e-01

 22	1.000082840000002e-06
	3.020083523043745e-01
	5.000000000000000e-01

 23	1.000164760000004e-06
	3.019749773788925e-01
	5.000000000000000e-01

 24	1.000328600000009e-06
	3.018947824121405e-01
	5.000000000000000e-01

 25	1.000656280000018e-06
	3.017758064683227e-01
	5.000000000000000e-01

 26	1.001311640000036e-06
	3.015884420585747e-01
	5.000000000000000e-01

 27	1.002622360000072e-06
	3.012350369016735e-01
	5.000000000000000e-01

 28	1.005243800000145e-06
	3.003735901111516e-01
	5.000000000000000e-01

 29	1.010486680000290e-06
	2.994440365947479e-01
	5.000000000000000e-01

 30	1.018117880681711e-06
	2.997307405735399e-01
	5.000000000000000e-01

 31	1.033380282044553e-06
	3.013266942113625e-01
	5.000000000000000e-01

 32	1.063905084770239e-06
	3.044861058554151e-01
	5.000000000000000e-01

